Date,Open,High,Low,Close,Adj Close,Volume
2019-02-23,3897.5,3957,3886.5,3938.5,3938.5,1028224433
2019-02-24,3938.5,4157.5,3906.5,4111.5,4111.5,1754842139
2019-02-25,4111.5,4190,3702,3733.5,3733.5,2458966881
2019-02-26,3733.5,3854.5,3730,3818,3818,1181271511
2019-02-27,3818,3826,3750,3797,3797,868952398
2019-02-28,3797,3821.5,3640,3798,3798,1160849783
2019-03-01,3798,3895,3741,3788,3788,1171406068
2019-03-02,3788,3839,3784.5,3802,3802,565492632
2019-03-03,3802,3819,3754,3808,3808,540450028
2019-03-04,3808,3816.5,3757,3785.5,3785.5,504059676
2019-03-05,3785.5,3804.5,3669,3698.5,3698.5,1237930792
2019-03-06,3698.5,3880,3691,3846.5,3846.5,1424807550
2019-03-07,3846.5,3901,3810.5,3849,3849,856845523
2019-03-08,3849,3889,3828,3854,3854,1037324028
2019-03-09,3854,3913.5,3742.5,3840,3840,1197247739
2019-03-10,3840,3943,3831.5,3916,3916,1263671482
2019-03-11,3916,3916,3860,3897.5,3897.5,583852214
2019-03-12,3897.5,3912.5,3806,3845,3845,943232476
2019-03-13,3845,3874,3793.5,3857.5,3857.5,975781570
2019-03-14,3857.5,3872.5,3825,3849.5,3849.5,651939565
2019-03-15,3849.5,3906,3750,3855,3855,835215034
2019-03-16,3855,3903.5,3840.5,3897,3897,754035503
2019-03-17,3897,4038,3896,3986,3986,1344503429
2019-03-18,3986,3987.5,3926,3962,3962,680719566
2019-03-19,3962,4014.5,3928,3969,3969,976963412
2019-03-20,3969,4012,3945,3997,3997,869685179
2019-03-21,3997,4048.5,3952.5,4029.5,4029.5,1114612306
2019-03-22,4029.5,4067.5,3914.5,3969,3969,1446482112
2019-03-23,3969,3999,3958,3981,3981,596252650
2019-03-24,3981,3999,3952,3979.5,3979.5,575838849
2019-03-25,3979.5,3979.5,3937,3966.5,3966.5,460394105
2019-03-26,3966.5,3972.5,3859.5,3903.5,3903.5,1049445895
2019-03-27,3903.5,3920,3881.5,3915.5,3915.5,628735149
2019-03-28,3915.5,4041,3910,4025.5,4025.5,1339386470
2019-03-29,4025.5,4026,3991,4009,4009,563612950
2019-03-30,4009,4097.5,4002,4086,4086,1564265726
2019-03-31,4086,4129,4021,4088,4088,1050240961
2019-04-01,4088,4098,4074,4091,4091,404465604
2019-04-02,4091,4144.5,4036.5,4132.5,4132.5,1194734770
2019-04-03,4132.5,5144.5,4128.5,4897.5,4897.5,4877433560
2019-04-04,4897.5,5348.5,4783,4979,4979,5191879310
2019-04-05,4979,5085.5,4780,4910,4910,3228374415
2019-04-06,4910,5073.5,4885,5040,5040,1992032192
2019-04-07,5040,5245,4890.5,5043,5043,2185695456
2019-04-08,5043,5280,5028,5192,5192,2199032130
2019-04-09,5192,5341,5133,5285.5,5285.5,2648582157
2019-04-10,5285.5,5285.5,5140.5,5184,5184,2031776659
2019-04-11,5184,5474,5109,5321.5,5321.5,2276551766
2019-04-12,5321.5,5342.5,4959,5038.5,5038.5,2473244609
